"","logFC","AveExpr","t","P.Value","adj.P.Val","B","symbol","Significant"
"Gjc3",-9.05236372470411,1.30619823188147,-12.1848460430162,3.25991436710315e-18,2.32395828726784e-17,24.0541304539733,"Gjc3","Yes"
"Zfp213",-7.64785273386043,-1.3543001768243,-10.7824129573976,6.15516766651598e-16,3.45324157249929e-15,20.3143733060248,"Zfp213","Yes"
"Ascl1",-7.21315790049854,-1.56490128657134,-10.1042827878487,8.4066877799175e-15,4.14679946453455e-14,18.4398942283072,"Ascl1","Yes"
"Depp1",-7.07084141644234,-1.63548828903298,-9.8585210320139,2.19325968433506e-14,1.03643036845367e-13,17.743173358323,"Depp1","Yes"
"Fcrlb",-6.94727494574991,-1.70665479000134,-9.60328191808791,5.97279402610469e-14,2.69669618716033e-13,17.010283658623,"Fcrlb","Yes"
"Leng9",-6.92664386470399,-1.71309077508381,-9.68785056376642,4.2829367627303e-14,1.96582650720892e-13,17.2410049557551,"Leng9","Yes"
"Homez",-6.59212398128399,-0.295895988965559,-9.03785051794346,5.60163495923113e-13,2.31350661010685e-12,15.588553772628,"Homez","Yes"
"Heyl",-6.49195751968371,-1.92990573910761,-8.9765526658503,7.15007217177954e-13,2.92210769729685e-12,15.1467280695899,"Heyl","Yes"
"Tril",-6.48579414601072,-1.92898556865076,-8.94125116535727,8.2300313024122e-13,3.33675734600548e-12,15.0467560512537,"Tril","Yes"
"Mmd2",-6.33311542887857,-2.00800181966173,-8.71547456748853,2.02719844902094e-12,7.84977602459276e-12,14.3617148218251,"Mmd2","Yes"
"Grik3",-6.25099500909818,-0.648890389808334,-8.53592159002936,4.16008655245788e-12,1.56079674667399e-11,14.0717557526679,"Grik3","Yes"
"Slitrk6",-6.20405585362191,-2.06825384453768,-8.4433166690032,6.0309030512279e-12,2.22002792850802e-11,13.5460351358139,"Slitrk6","Yes"
"Plxnb3",-6.12252014634234,0.632945049707376,-9.64787325212656,5.01170907142272e-14,2.28531179024614e-13,18.1632127561259,"Plxnb3","Yes"
"Ift70a1",-5.90078886903201,-0.639065248203947,-8.35939279045171,8.44652068025098e-12,3.07512659104914e-11,13.5317371513979,"Ift70a1","Yes"
"Slc6a2",-5.89702045633433,-0.101422682005217,-7.83069573729705,7.08585318534354e-11,2.35851592733827e-10,11.9985538534466,"Slc6a2","Yes"
"B4galnt3",-5.82114481670031,0.253032860326914,-8.63470590321203,2.80059031242276e-12,1.06824815537643e-11,14.7752638652995,"B4galnt3","Yes"
"Hmgcs2",-5.78058610749399,-0.326325202039499,-8.07076781793954,2.69526615370239e-11,9.30238245560207e-11,12.6988383241164,"Hmgcs2","Yes"
"Aldh1a3",-5.70460398523198,-0.36704644694455,-8.0653929265895,2.75419924891058e-11,9.49837381918394e-11,12.674816384804,"Aldh1a3","Yes"
"Hdhd3",-5.6102133054043,-1.21379043342198,-7.58358394012021,1.91736238316979e-10,6.11657492770868e-10,11.1121470892259,"Hdhd3","Yes"
"Gpr35",-5.55759961339359,-2.40123138738812,-7.36254114226212,4.66931784089624e-10,1.44073744816496e-09,10.2000950546799,"Gpr35","Yes"
"Egr2",-5.50610695367761,2.96682866083958,-16.2819128805813,3.00706412276659e-24,4.04005760785463e-23,41.9074297425735,"Egr2","Yes"
"Gdpgp1",-5.50421203253205,-0.470152069446824,-7.34725767768081,4.9655388467895e-10,1.527875814842e-09,10.4804089594842,"Gdpgp1","Yes"
"Efcab3",-5.48888129357232,1.29180792795229,-10.3524726851735,3.21114938320514e-15,1.66438098058044e-14,21.7756277941284,"Efcab3","Yes"
"Shisal1",-5.45778899627367,-2.44130465383531,-7.21171621507341,8.56546830452018e-10,2.57701782126475e-09,9.73231035170149,"Shisal1","Yes"
"Cmtm5",-5.45771223101697,-0.490221757162673,-7.67665194169765,1.31790955226998e-10,4.27829087719046e-10,11.4779383724594,"Cmtm5","Yes"
"Kcnj10",-5.45449950098246,-0.498838190573721,-7.60506377473644,1.75844082768794e-10,5.63261185973207e-10,11.2591949289219,"Kcnj10","Yes"
"Gm47995",-5.45297286678961,-2.4554342346564,-7.14781237371096,1.10738624171398e-09,3.29288641857335e-09,9.53550034066215,"Gm47995","Yes"
"Rnase1",-5.45009027939447,-2.44871601927244,-7.23493262782444,7.80207436761852e-10,2.35856832511428e-09,9.79722494933079,"Rnase1","Yes"
"Pcdh10",-5.44698493336923,-2.44567816719194,-7.17506367993884,9.9251767525459e-10,2.96727018498411e-09,9.62136416802016,"Pcdh10","Yes"
"Slc18a1",5.44520541377312,0.0757703656766892,8.26716443535305,1.22343686380358e-11,4.39153621690881e-11,13.8663074098124,"Slc18a1","Yes"
"Gm5928",5.42810767410919,-2.68125738130638,7.03595119778087,1.73535413894391e-09,5.05710007471821e-09,9.07946091492141,"Gm5928","Yes"
"Agtr2",-5.37891438685149,-2.4754768218274,-6.95258983356549,2.42441242307974e-09,6.98993277670733e-09,8.94570612789309,"Agtr2","Yes"
"Zfp105",-5.32289080621299,-1.72575695680088,-7.13631196217283,1.15975623725796e-09,3.44321276970749e-09,9.65087987847223,"Zfp105","Yes"
"Gm53355",-5.27196836096407,-2.52951017954359,-6.80029453836769,4.46138381679348e-09,1.25493555380624e-08,8.46653054582421,"Gm53355","Yes"
"Snorc",-5.27107617227092,-1.74747206752116,-7.11393921061116,1.26881808065572e-09,3.75357503958635e-09,9.57516506992426,"Snorc","Yes"
"Nat8f4",-5.25263942773153,-0.588417930270602,-7.21786320551042,8.35637373328397e-10,2.51696176391222e-09,10.0617693267665,"Nat8f4","Yes"
"Fam83a",-5.25252677279784,-1.38429021715905,-7.05587099797564,1.60200928303257e-09,4.69013480877247e-09,9.46325926863261,"Fam83a","Yes"
"Ift70b",-5.21533717136939,0.17287965860907,-8.07377851082529,2.662808850668e-11,9.19514169712983e-11,13.278487048116,"Ift70b","Yes"
"Atp1a2",-5.20114959230364,0.167612911398832,-7.89514763238996,5.46582892685192e-11,1.83865720159737e-10,12.7149251829316,"Atp1a2","Yes"
"Gm42337",5.18870235519124,-2.80261408809894,6.60130103842018,9.8741640331884e-09,2.69358103938641e-08,7.733781042605,"Gm42337","Yes"
"Myrip",-5.13820712673046,0.278992203300912,-8.19639918269591,1.62601102878868e-11,5.74492158534495e-11,13.8267032609082,"Myrip","Yes"
"Ctnna2",-5.13690816012782,-1.80729142877525,-6.80391354007823,4.39726865791499e-09,1.23768753530881e-08,8.6187830186076,"Ctnna2","Yes"
"Igfbp5",-5.12895849478785,1.46565717893723,-10.7578635208928,6.76035973384066e-16,3.77204771361921e-15,23.5358018803227,"Igfbp5","Yes"
"Orm3",-5.06318499311888,-2.64222758082706,-6.59106757212041,1.02850610822244e-08,2.80049027293224e-08,7.79030930341855,"Orm3","Yes"
"Slitrk5",-5.05361268468316,-2.65086688633615,-6.56289790125667,1.15060761967371e-08,3.1157008452772e-08,7.70271434198732,"Slitrk5","Yes"
"Rtn1",-5.04277503029883,1.79137411844992,-11.6602142826081,2.25236066982687e-17,1.44853854318226e-16,26.9035356867175,"Rtn1","Yes"
"Zfp764l1",-5.00546129288342,-0.0357218858916864,-7.48293230549645,2.87579446535744e-10,9.04794873978541e-10,11.2863742402952,"Zfp764l1","Yes"
"Ppp2r2b",-4.97608244257333,-2.68981342398594,-6.43343659548992,1.92497918226301e-08,5.09007443533053e-08,7.30112434514485,"Ppp2r2b","Yes"
"Foxb1",-4.95341096849005,-2.70585830732163,-6.32386720083346,2.97173778483065e-08,7.68046093376988e-08,6.97039132771812,"Foxb1","Yes"
"Pcdhb12",-4.95341096849005,-2.70585830732163,-6.32386720083346,2.97173778483065e-08,7.68046093376988e-08,6.97039132771812,"Pcdhb12","Yes"
"P2ry4",4.92625347795331,-1.34439158455776,6.40548544335678,2.15073260030292e-08,5.65211335110295e-08,7.43866931340456,"P2ry4","Yes"
"Fxyd3",-4.91473800727231,-2.72862683102231,-6.17570257787455,5.33433585250009e-08,1.33953791347117e-07,6.5237104286557,"Fxyd3","Yes"
"Foxd3",-4.90271789248034,0.266093111663233,-8.0290782651253,3.18764208932876e-11,1.09420121783682e-10,13.3832786654819,"Foxd3","Yes"
"Zfp108",-4.87888060684011,-1.149197176306,-6.46387030582374,1.70588224739168e-08,4.53785189416375e-08,7.67136521375549,"Zfp108","Yes"
"Scn7a",-4.86328909840123,-1.58888500797526,-6.38440229954411,2.33824357289703e-08,6.1194489721284e-08,7.36499630720312,"Scn7a","Yes"
"Wfdc12",-4.84314414539133,-1.59416451108517,-6.42910503566373,1.95835615096237e-08,5.16906334219018e-08,7.4982403901381,"Wfdc12","Yes"
"Slc35f1",-4.83025573823857,1.16899646375479,-9.77393454429771,3.05490790545274e-14,1.4228367556835e-13,20.146002367848,"Slc35f1","Yes"
"Lrrc14",-4.81357350948573,1.92499302018736,-11.6397249086575,2.43063226279609e-17,1.55565152634307e-16,27.1694777578642,"Lrrc14","Yes"
"Inka2",-4.80826054058723,-1.18603260532479,-6.63010116960526,8.80334974821496e-09,2.41387450026452e-08,8.16677168976452,"Inka2","Yes"
"Sox6",-4.78154490107219,2.94250099729881,-15.5778542537048,2.81887818980453e-23,3.40161719013321e-22,40.5714522185543,"Sox6","Yes"
"Ehf",-4.77565633531812,-2.78528108282185,-6.11496197866253,6.77476139653147e-08,1.68436379055177e-07,6.31873162566786,"Ehf","Yes"
"Gfap",-4.77204762062059,5.16185231121777,-32.0626874870798,1.04307047020337e-40,8.65357338842469e-39,80.5252443508649,"Gfap","Yes"
"Jrk",-4.7671854363416,1.06220423268945,-9.29683188846997,2.00324824937454e-13,8.61669386331747e-13,18.4785457433554,"Jrk","Yes"
"Phyhipl",-4.74788468317726,0.318480293244971,-7.89753563046561,5.41351626926341e-11,1.82198313788546e-10,13.0778001884547,"Phyhipl","Yes"
"Sparcl1",-4.7312114382807,-0.611993662269199,-6.57639770991887,1.09039200084654e-08,2.96143187418629e-08,8.06870796349792,"Sparcl1","Yes"
"Frat1",-4.73032911508935,-0.611993662269199,-6.57158824205898,1.11147640306466e-08,3.01342683298208e-08,8.05398878817862,"Frat1","Yes"
"Bpifc",-4.71385904500534,-2.82160130140727,-5.99782566168988,1.07270376244874e-07,2.61507249637181e-07,5.95928562567319,"Bpifc","Yes"
"Col9a1",-4.70924171662185,2.99951401990924,-15.3254370778854,6.38200610110492e-23,7.3092967201093e-22,39.9973904513366,"Col9a1","Yes"
"Mpz",-4.70788985276021,1.870304819014,-11.5508602841619,3.38416736194577e-17,2.12494974278468e-16,26.8812506592483,"Mpz","Yes"
"Kcns1",-4.69998302016702,0.780656414225519,-8.68537707711719,2.28654589529903e-12,8.80267117581189e-12,16.1731829077567,"Kcns1","Yes"
"Gpr37l1",-4.69259814194324,2.5861960386276,-13.7654456976516,1.18941169265876e-20,1.07990771602957e-19,34.7938446421226,"Gpr37l1","Yes"
"Colgalt2",-4.69253878717048,-1.42263346673333,-6.20037320107567,4.84011937920355e-08,1.22218120266056e-07,6.82290415250923,"Colgalt2","Yes"
"Olfml2a",-4.67701476156141,0.743295532577559,-8.7508307980218,1.75996726910438e-12,6.8630451028471e-12,16.3647541917077,"Olfml2a","Yes"
"Cage1",-4.6606692767503,-1.67382054545787,-5.99712287783686,1.07565920568605e-07,2.62179586784366e-07,6.17365013083289,"Cage1","Yes"
"S100b",-4.6441251615658,1.29630555304412,-9.89002946678884,1.9389088876091e-14,9.224758628718e-14,20.783392656779,"S100b","Yes"
"Tmprss5",-4.62212343383109,-2.07389937286119,-6.04805370538241,8.81048987030922e-08,2.16214536029737e-07,6.25404880683936,"Tmprss5","Yes"
"3425401B19Rik",-4.57033338289323,-2.89293967140432,-5.76866152234261,2.62026874154767e-07,6.13321235678077e-07,5.26084471439577,"3425401B19Rik","Yes"
"Gbgt1",-4.54842979149036,-1.74652089173277,-5.9084247757465,1.52133024744276e-07,3.64712618828881e-07,5.88644947770211,"Gbgt1","Yes"
"Garin5a",-4.53497780827259,-1.74258444054074,-5.9290181673859,1.40383629938385e-07,3.3776550730508e-07,5.94910099721354,"Garin5a","Yes"
"Maneal",-4.5235860463382,-1.51413158224042,-5.89506732617961,1.60269089952956e-07,3.83317459465862e-07,5.87899692556902,"Maneal","Yes"
"Ankrd49",-4.52101106978319,1.40313677069753,-10.0228424904468,1.1543951034974e-14,5.61709699553684e-14,21.4131419573181,"Ankrd49","Yes"
"Kctd21",-4.51782818280345,0.544619118728327,-8.18991923455143,1.66893518061054e-11,5.89030725536408e-11,14.3670919455619,"Kctd21","Yes"
"Fabp7",-4.51555258067491,-1.33199094688715,-5.91128486450594,1.50444804623854e-07,3.60860920957181e-07,5.95201211779885,"Fabp7","Yes"
"Npas3",-4.51487474503152,-1.32594693173638,-5.83997416094982,1.98628503682393e-07,4.70400492039267e-07,5.73941440777596,"Npas3","Yes"
"Frem2",-4.49239242576985,-0.603448178379995,-6.31316425158088,3.10028275562957e-08,8.00022420261021e-08,7.29677354861333,"Frem2","Yes"
"Tmem59l",-4.47908879044805,-2.93524276727364,-5.63483405767878,4.39610057385302e-07,1.00679501410153e-06,4.85617420322489,"Tmem59l","Yes"
"Angpt1",-4.46033709973746,-1.5394365479348,-5.83170379829541,2.05122182247698e-07,4.84741293778876e-07,5.68249147351712,"Angpt1","Yes"
"Has2",-4.45990873599048,1.61343682391969,-10.1830837419967,6.18911246655883e-15,3.09665581911428e-14,22.2169493625251,"Has2","Yes"
"Nkx2-5",-4.45850399293556,-1.78866833942239,-5.81608257010015,2.17965626565292e-07,5.14268703702041e-07,5.59857325727796,"Nkx2-5","Yes"
"Frem1",-4.45596059501609,-1.5457325622296,-5.83098835435407,2.0569370048989e-07,4.85918878857947e-07,5.67860856339704,"Frem1","Yes"
"Ccdc150",-4.42438642375535,-2.17438719720085,-5.72546999578473,3.09760077336939e-07,7.19845109693719e-07,5.26448002733726,"Ccdc150","Yes"
"D630003M21Rik",-4.41485184821135,2.62980327259798,-13.7433181244862,1.28381817949754e-20,1.16085848192441e-19,34.9579998539222,"D630003M21Rik","Yes"
"Rnf225",-4.40076123396892,0.283335018657304,-7.55773264026329,2.12777652690821e-10,6.75373161601617e-10,12.065844801963,"Rnf225","Yes"
"Chrnb2",-4.39521900275208,-1.81808487111682,-5.72571227188485,3.09469716630577e-07,7.1929627360432e-07,5.32152909742365,"Chrnb2","Yes"
"Zfp964",-4.36912038782829,0.678809681746256,-8.11619893487213,2.2449840904939e-11,7.79898424946769e-11,14.3065079255861,"Zfp964","Yes"
"Gm52720",-4.36357597834851,-2.99307415380025,-5.44864241989318,8.97942983177453e-07,2.00256975112525e-06,4.29859976908026,"Gm52720","Yes"
"Klhl33",-4.34877651172278,-0.203428591596571,-5.80940032201099,2.23699559803252e-07,5.26860886591264e-07,6.04096427499668,"Klhl33","Yes"
"Dnah8",4.33784446457768,-1.82284631003946,5.51971812685143,6.84225437445504e-07,1.54043562697619e-06,4.67623531286913,"Dnah8","Yes"
"Ppp1r10",-4.31544139342472,3.4568846957384,-17.5387174637374,6.41063830263116e-26,9.99288153490072e-25,47.1360721341297,"Ppp1r10","Yes"
"Dpt",-4.30897989751849,-1.4314308238489,-5.58740277239804,5.27676660276409e-07,1.20040788149255e-06,4.9595154340929,"Dpt","Yes"
"Fam178b",-4.30213719808177,-2.23340403675924,-5.54226529475491,6.27562161087079e-07,1.41815800583416e-06,4.70805527604362,"Fam178b","Yes"
"Zfp119a",-4.30064462475266,-0.278800338526453,-6.57997678223753,1.07496015038147e-08,2.92158497873948e-08,8.44647587717263,"Zfp119a","Yes"
"Lrrd1",-4.30001647785977,-3.02588528711981,-5.34508023071595,1.33173562011619e-06,2.92237702453668e-06,3.99099028803624,"Lrrd1","Yes"
"Vtn",-4.30001647785977,-3.02588528711981,-5.34508023071595,1.33173562011619e-06,2.92237702453668e-06,3.99099028803624,"Vtn","Yes"
"Zfp612",-4.29955010942822,0.603374305334938,-7.67362313214689,1.33408832325757e-10,4.32763646210191e-10,12.7759658588908,"Zfp612","Yes"
"Slc16a7",-4.2978258496697,2.0845224392871,-11.63978276123,2.43010937348927e-17,1.55565152634307e-16,27.6649198681257,"Slc16a7","Yes"
"Col2a1",-4.29420021050014,6.64243666480875,-52.7447101277198,8.07389037810959e-54,3.15214179055961e-51,111.289281714176,"Col2a1","Yes"
"Bcas1",-4.28030151222879,-1.63215807810551,-5.55483059154337,5.98019751074669e-07,1.35347215273063e-06,4.83476462643536,"Bcas1","Yes"
"Cx3cr1",4.2720891300177,-2.46925815466764,5.30684893777073,1.53937976070932e-06,3.36010277123323e-06,3.94557038072701,"Cx3cr1","Yes"
"Erbb3",-4.2676902209668,5.05349172680754,-29.9819576927909,5.51814920749276e-39,3.87555093017243e-37,77.1540958629667,"Erbb3","Yes"
"Pcdhb5",-4.26390342221157,-1.46214501079529,-5.50015209169843,7.3746537517785e-07,1.65580436233268e-06,4.69359983885436,"Pcdhb5","Yes"
"Ttyh1",-4.25146833585338,3.18132249754157,-15.5034841259495,3.58327315480571e-23,4.26586258806197e-22,41.0625006185991,"Ttyh1","Yes"
"Fcgr2b",-4.24448925787531,-0.485980513290832,-6.26232234079217,3.79039707743695e-08,9.66642282534064e-08,7.30032846632473,"Fcgr2b","Yes"
"Cxcl5",-4.23743012722486,3.51028309811477,-17.6351767104228,4.80741665796133e-26,7.59686294259271e-25,47.5239552735024,"Cxcl5","Yes"
"Steap4",-4.22686556808784,5.66750949056543,-37.5896613207295,7.6426919502355e-45,1.1528306016753e-42,90.6313894759543,"Steap4","Yes"
"Bmf",-4.22598219840969,4.00104937363183,-20.8632840185075,5.61002563984692e-30,1.35642040698229e-28,56.508330193785,"Bmf","Yes"
"Lcmt2",-4.22596658124861,0.298537237967836,-7.22281447008725,8.19166256610407e-10,2.47071413093537e-09,11.024743534327,"Lcmt2","Yes"
"Rbpjl",-4.21639080439282,-1.66931909844429,-5.41465796057293,1.02218743469138e-06,2.26557288497135e-06,4.41249593409156,"Rbpjl","Yes"
"Pwwp4d",-4.20868952180271,-2.2705153552672,-5.34531816583759,1.33053385751321e-06,2.9207055440103e-06,4.1247159668948,"Pwwp4d","Yes"
"Dusp23",-4.19709459159624,-0.0860255793555113,-6.7894038420243,4.65999605904176e-09,1.30886135606687e-08,9.30099876103133,"Dusp23","Yes"
"Gm17415",4.1896516856074,0.281506043116571,7.64690965816212,1.485662354385e-10,4.79588572278854e-10,12.5836789817912,"Gm17415","Yes"
"Egr3",-4.18333621424533,3.17307660501507,-15.6929124721199,1.94735702231988e-23,2.40011300968191e-22,41.6520256702201,"Egr3","Yes"
"Hspa1b",4.17963060021711,8.99184976054936,119.130026839845,7.44140323220227e-76,2.46942966260632e-72,162.137021817117,"Hspa1b","Yes"
"Lgi4",-4.17319328159593,4.4370048968045,-23.8475417402373,3.15287896560465e-33,1.09558417249833e-31,64.0654461289764,"Lgi4","Yes"
"Vinac1",-4.17221704552442,-1.92780593142512,-5.38267668347856,1.1545052150077e-06,2.54862834259308e-06,4.28138891396534,"Vinac1","Yes"
"Tnfrsf11b",-4.17012940894379,0.927176698543997,-8.33985180695667,9.13605061382284e-12,3.31706607899027e-11,15.3655693119217,"Tnfrsf11b","Yes"
"Tmem132b",-4.16168527451673,-1.92977414236795,-5.35407680112382,1.28703101183963e-06,2.82895341135274e-06,4.19761441061169,"Tmem132b","Yes"
"Zfp747l1",-4.15965462103816,-0.0375549446922487,-6.44669642626579,1.82627845533505e-08,4.83872659004342e-08,8.23061755186484,"Zfp747l1","Yes"
"Ccdc13",-4.15629500348447,-1.6928873425618,-5.36610735816145,1.22955175521e-06,2.70709404522433e-06,4.26421360255984,"Ccdc13","Yes"
"Zbtb8b",-4.13271075600065,-0.598747325783226,-5.80605429959953,2.26626521153918e-07,5.33375964857642e-07,5.84068560706953,"Zbtb8b","Yes"
"Krcc1",-4.12680569529963,2.47494174298341,-12.3229044935977,1.97139978414608e-18,1.43231312177094e-17,30.4237722096833,"Krcc1","Yes"
"Zfp300",-4.10252611143563,-1.96498977632791,-5.27692128423785,1.72386897836646e-06,3.74388691407663e-06,3.96382625021655,"Zfp300","Yes"
"Bbs10",-4.10009673128871,0.33539990215166,-7.36514741226354,4.62059473022425e-10,1.42603521155537e-09,11.5718466066383,"Bbs10","Yes"
"Ift70a2",-4.09955424112543,-2.32878843276561,-5.2143999613953,2.18225278548499e-06,4.69484983379705e-06,3.73001671426123,"Ift70a2","Yes"
"Prr33",4.09412799172248,0.931898713551006,8.47455165502903,5.32066113911505e-12,1.96895611822172e-11,16.0018573969887,"Prr33","Yes"
"Rasgef1c",-4.08705952106799,1.31329187240079,-9.30829275858735,1.91434956795746e-13,8.25571025505762e-13,19.0888873743904,"Rasgef1c","Yes"
"Kcna6",-4.08467268633441,4.40242605712022,-23.5418963396834,6.55221363267231e-33,2.15816585012636e-31,63.4016944162764,"Kcna6","Yes"
"Trf",-4.0821222593387,8.37049068199561,-94.6232691198674,1.36190281793197e-69,3.6155796010458e-66,147.716356968871,"Trf","Yes"
"Acta1",4.07812844123354,0.263635255964503,7.38918418863345,4.19450171980552e-10,1.30027594181921e-09,11.7386769555479,"Acta1","Yes"
"Abhd15",-4.07751319086191,-0.14911006961266,-6.5706410086475,1.11567655556733e-08,3.02357913405486e-08,8.57844834043301,"Abhd15","Yes"
"Tshz2",-4.07027747129786,2.19888671601235,-11.3979605194265,5.99406814305463e-17,3.66491296779858e-16,27.0936854386815,"Tshz2","Yes"
"Muc3a",4.05420610840596,-2.20763066351821,5.08741358574499,3.51244941241717e-06,7.39246131289449e-06,3.34862289709526,"Muc3a","Yes"
"Gm52217",4.05420610840596,-2.20763066351821,5.08741358574499,3.51244941241717e-06,7.39246131289449e-06,3.34862289709526,"Gm52217","Yes"
"Gm46900",4.05143207704791,0.23882002049314,7.09071470746136,1.39286315964555e-09,4.10316590793053e-09,10.7020260985278,"Gm46900","Yes"
"Cdh19",-4.04023324515199,2.82350165290908,-13.9699177335882,5.88976509842158e-21,5.52904822605715e-20,36.1159863128847,"Cdh19","Yes"
"Col14a1",4.02669248217045,1.23783732229736,9.40471480982498,1.30720288572858e-13,5.72100596939043e-13,19.5420572549996,"Col14a1","Yes"
"Zkscan4",-4.01485187332244,-1.58842511150208,-5.10243311072889,3.3208862424403e-06,7.01375401466231e-06,3.50146610789178,"Zkscan4","Yes"
"Col28a1",-4.00423520093258,2.92857803074489,-14.4173790206663,1.28891899470388e-21,1.29614475270449e-20,37.6409770943282,"Col28a1","Yes"
"Zfp536",-4.0017235286057,2.01672049954486,-10.9199697596532,3.64384589880754e-16,2.07946734569094e-15,25.3302684346807,"Zfp536","Yes"
"Chl1",-3.99609179937182,2.06814063998411,-11.0812504878899,1.97604655337053e-16,1.15805924721591e-15,25.9280395294107,"Chl1","Yes"
"Spsb4",-3.99594542490616,-0.64716028801897,-5.70209465366747,3.3907826736981e-07,7.84406573904994e-07,5.51198904839181,"Spsb4","Yes"
"Slc10a3",-3.98033322783788,0.637316808491774,-7.4208018337148,3.69320341227039e-10,1.15105851360594e-09,12.0354830900611,"Slc10a3","Yes"
"Acss1",-3.97802195460761,-0.196526480529166,-6.3947159835693,2.24456933187733e-08,5.88706052387664e-08,7.99937622164101,"Acss1","Yes"
"Bmp3",-3.97675744995336,0.965818798895436,-8.23426519651622,1.39639607918439e-11,4.97737957977808e-11,15.098703321173,"Bmp3","Yes"
"Astn2",-3.95866201001998,0.235853075706869,-7.01159503092473,1.91352093900438e-09,5.55314318853174e-09,10.3516931004373,"Astn2","Yes"
"Fam180a",-3.94929631196759,-0.217043271024878,-6.22932841908034,4.31774039454648e-08,1.0958639770021e-07,7.46128447960079,"Fam180a","Yes"
"Mal",-3.93010833981474,-0.0990917314843853,-6.38712383455313,2.31315453895949e-08,6.05617620318506e-08,8.05489807868177,"Mal","Yes"
"Tgtp2",-3.92429783922382,-1.0241424910288,-5.23458098082665,2.02253355037817e-06,4.36467409327262e-06,3.94017540268431,"Tgtp2","Yes"
"Insyn2a",3.91713885761102,-1.85069609733585,5.095983262297,3.4018593223759e-06,7.17748984475399e-06,3.41616475765379,"Insyn2a","Yes"
"Gm31332",3.89775824386366,1.40077701786986,9.68416697197932,4.34537521004005e-14,1.99241832601284e-13,20.7020910415607,"Gm31332","Yes"
"Trmt12",-3.89339482388189,0.351647920409503,-7.14839741728776,1.10478608119134e-09,3.28662717206048e-09,10.9142610193472,"Trmt12","Yes"
"Zfp65",-3.8927986189202,1.41640971833272,-9.01225251219963,6.20248260673472e-13,2.55529963134068e-12,18.2151214953142,"Zfp65","Yes"
"Pld6",3.89271144565163,-2.04852200970073,4.79008855734792,1.05262217653167e-05,2.10365955604959e-05,2.52473646432392,"Pld6","Yes"
"Serpina3i",-3.89259723820279,0.447264646394465,-6.9256898890076,2.70043032812854e-09,7.74535699558734e-09,10.2272657420592,"Serpina3i","Yes"
"Nfasc",-3.89237034962582,1.24140256610268,-8.83653229215951,1.24974459233327e-12,4.96531269638784e-12,17.4590729860885,"Nfasc","Yes"
"Rnase10",-3.8915571445209,-1.63653714112864,-4.89818302719635,7.08320139831273e-06,1.44716662092047e-05,2.90549879224222,"Rnase10","Yes"
"Srcin1",-3.88443329425671,5.59292067715162,-34.9755679552655,5.82511198588471e-43,6.44354470838614e-41,86.723761201753,"Srcin1","Yes"
"Atoh8",-3.87975648812259,3.47754921932298,-16.9667288042085,3.61052657080659e-25,5.23782838261056e-24,45.8527449723265,"Atoh8","Yes"
"Galr2",-3.87724578397765,-2.07038486261431,-4.91229998498227,6.7243839469723e-06,1.37831180531362e-05,2.89318435894399,"Galr2","Yes"
"Sox10",-3.87431961211056,6.30724017539323,-45.7795762909189,4.81105460497997e-50,1.30330487401029e-47,102.977960330861,"Sox10","Yes"
"Foxj1",-3.87345708731045,-1.50540633756734,-4.92111444222445,6.50943349080056e-06,1.33631642679998e-05,2.98316668087916,"Foxj1","Yes"
"Col15a1",-3.87295804730039,2.68387729236455,-12.74763708563,4.25914295239113e-19,3.32563903235529e-18,32.1449778493482,"Col15a1","Yes"
"Zfp709",-3.86314566760995,-2.4554342346564,-4.83643866047975,8.8855458397213e-06,1.79332120231809e-05,2.62570430948805,"Zfp709","Yes"
"P2ry6",-3.85633169188328,-2.08273791114558,-4.88579409539393,7.41349029296433e-06,1.51208774045496e-05,2.81533907941744,"P2ry6","Yes"
"Ngfr",-3.85318477453638,4.2107854872915,-21.7323063892089,5.84979742221077e-31,1.59119284800053e-29,59.1232555056039,"Ngfr","Yes"
"Oxtr",-3.84968754168947,2.72055807770833,-13.2180292819941,8.01616349332752e-20,6.67963303266978e-19,33.7225036127131,"Oxtr","Yes"
"Tmem125",-3.84321536816119,-2.46141711194031,-4.83421989228509,8.95804156475534e-06,1.80685372634193e-05,2.61780105985746,"Tmem125","Yes"
"Gal3st1",-3.83602344452461,0.83068122920251,-7.95390697781295,4.31415865093192e-11,1.46236317498647e-10,14.0619083708915,"Gal3st1","Yes"
"Gm32584",3.83037753791414,-2.07923619664711,4.71408028219003,1.38783533726697e-05,2.73731445273132e-05,2.30601137760315,"Gm32584","Yes"
"Scn3b",-3.83019032223326,1.46393912756691,-9.19939337171514,2.9478747954963e-13,1.24816874116166e-12,18.940072399438,"Scn3b","Yes"
"Bhlhe22",-3.82843654679338,-0.128346134680771,-6.30921517976178,3.14909346760801e-08,8.11041262883756e-08,7.80395576049213,"Bhlhe22","Yes"
"Gm46731",3.80988177988774,-0.0527338629439866,6.62717499308988,8.90665190934605e-09,2.44068739563707e-08,9.00453543051165,"Gm46731","Yes"
"Pou3f2",-3.80940719759534,-1.3125467579387,-4.81763795068293,9.51846141892763e-06,1.91349472777291e-05,2.70395260412285,"Pou3f2","Yes"
"Prelp",-3.79994002738242,5.47213350428335,-32.2688167154115,7.12838808920924e-41,6.1443002270236e-39,82.0952510773581,"Prelp","Yes"
